,description,sentiment,predicted
224,"Protest going on right now in downtown Chicago for the shooting death of Adam Toledo by CPD. The shooting took place at around 2:36 a.m. on March 29 in the 2300 block of South Sawyer Avenue, Chicago police said. NBC 5 has not independently verified the reports of the incident from police.
Chicago Police Supt. David Brown said Monday that officers responded to that area less than a minute after receiving an alert of eight gunshots. ""When officers arrived in the 2300 block of South Sawyer they observed two males in a nearby alley. Both males fled,"" Brown said. ""One was armed with a handgun. A foot pursuit ensued, which resulted in a confrontation in the alley."" Brown said the officer fired his weapon at approximately 2:38 a.m., shooting Adam in the chest. The boy was pronounced dead at the scene and a weapon was recovered, he added. Via NBC5. #justiceforadamtoledo
#justiceforadam #policeshooting #cpd #copshooting #justice #nojusticenopeace #copskilling #chicagoshootings #nojustice #nopeace #littlevillage #killedbypolice #youngster #dead #southsawyer #lilvillage #lilville #daville #downtown #downtownchicago #chicagodowntown #mob #protest #protesting #news #chicagonews #elfuckit #katchdawave #fuckit",negative,positive
225,"#SELFCAREIS IMPORTANT<U+2728>
.
Small acts of self care can make a big difference to our #wellbeingjourney<U+2728>
.
Each week at our Thursday day centre, we lay out an array of nail polish colours for our clients to take time out to paint their nails and enjoy some “me” time<U+2728>
.
We are open today, and every Thursday, from 11AM - 2:30PM at 121 Peckham Park Road, SE15 6XL. Drop in and say hello, we’d love to meet you.<U+2728>",positive,negative
226,"Our 2022 Kids Can Too! honorees are the Guthrie kids: Felix, Joseph & Judith. Ten years ago, these special kids began the tradition of asking for food donations instead of toys for their birthdays. Together, they have donated hundreds of pounds of food. Congrats, Guthrie kids!

#wilkinsoncenter #whywilkinson #whywilkinsoncenter #dallas  #uptowndallas #foodpantry #emergencyservices #donations #donationsneeded #dallastx #communityorganization #volunteer #donate #philanthropy #getinvolved #dallascharity #adulteducation #cando",positive,neutral
234,"Protesters in Ukraine appear to have forced a Russian truck to reverse.

The footage posted online shows Ukrainian civilians in Svobody Square, Kherson on Sunday.

The reversing vehicle was marked with the letter ""Z"", which has become a symbol of support for Russia's invasion of Ukraine. @bbcnews 

#Kherson #Ukraine #Russia #BBCNews  #UkraineUnderAttack #UkraineRussia #president #vp #joebiden #StandWithUkriane #kamalaharris #nancypelosi #chuckschumer #filibuster #votevets #DNC",neutral,negative
240,"I'd like to just continue to be able to express myself, as best as I can with my photography. I still feel like I have a lot of work to do.
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Driver: @fukyeajesstopher
-
Location: @pats_acres
-
Event: @parc_drift 
-
Date: 02/06/2021
-
#patsacresracingcomplex #patsacres #ParcDrift #drift #drifting #keepdriftingfun #grassroots #grassrootsdrifting #itstartedinjapan #sidewaysnascar #canbyoregon #canby #oregon #pnw #thegreatnorthwest #pacificnorthwest #pacificnorthblessed #upperleftusa #upperleftcoast #thegreatwhitenorth",neutral,positive
241,"@bradenmb_ shredding some spring backcountry on the Moment Generator! #RIPDMX
-
#DeviationWorks #DeviationUSA #handmade #madeinusa #madeinoregon #builtnotbought #snowboarding #shred #powder #pow #backcountry #grassroots",positive,neutral
242,"It’s that simple. @rbreich 

#president #vp #joebiden #kamalaharris #nancypelosi #chuckschumer #filibuster #democracynow #democrats #thedailyshow #aclu #votevets #veteran #votebluetosaveamerica #independentsforamerica #staceyabrams #lincolnproject #dnc #militaryblaze #strong_military #robertreich",neutral,negative
245,Members of the @elmontfd on a recent mutual aid to the @southfloralparkfd #k2mphotography #firstduefotog #elmontfd #mutualaid,neutral,negative
246,"Seven years ago today.<U+2063>
Happy St. Patrick’s Day.<U+2063>
Be sure to kiss the baby in the green dress.

#Obama #president #vp #joebiden #kamalaharris #nancypelosi #chuckschumer #filibuster #democracynow #democrats #thedailyshow #votevets #veteran #votebluetosaveamerica #patricksday",positive,neutral
247,"why waste dollars and emissions on shipping when you can shop resale in your back yard?<U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B>
<U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B>
most packages cost at least $7 to ship, we don't have that kind of money. tap into the community of likeminded individuals in your area and find items that you love for cheaper! <U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B>
<U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B>
#community #communityorganization #upcycled #upcycledfashion #thriftshop #secondhandfirst #2ndhand #shopsecondhand #secondhandstore #secondhandstyle #secondhandshopping #secondhandclothes #secondhandfashion #secondhandshop #outfitofanotherday #slowfashion #reseller #resellerlife #resellersquad #vintagefashion #sustainablefashion #sustainablestyle",negative,positive
249,"#layups2standup always wants to recognize and show support to those who are working hard in the community. Today, we want to put the focus on @_education_is_key and the CEO of the nonprofit organization, @yourgirlneekko. 

We appreciate and want to show our love towards this nonprofit because its helping our young athlete’s, young scholars, and many others to help achieve their educational dreams. We just want to say thank you for taking a chance on yourself to help the success of so many others. 

#thankyou

#layup #standup #standingovation #educationiskey #neeko #wcw #nonprofit #education #communityorganization #nonprofitorganization #blackownedbusiness #educationmatters #scholarathlete #sportsandeducation #losangeles #watts #longbeach #compton #inglewood",positive,neutral
250,"It really is! We’ve been working hard this week! 
••••••••••••••• 
#nonprofits #atlnonprofits #atlantanonprofits #nonprofitorganizations #communityorganizations #blacknonprofits  #nonprofitsofinstagram #nonprofitsrock #nonprofitlife  #nonprofitfundraising",positive,negative
251,"Transparency is one of our core values. If you have any questions about what we do or how we do it, feel free to email us at fnbsaskatoon@gmail.com, or reach out to us in the DMs. E-transfer is still pretty much the only way we're accepting cash donations, but we're hoping to bring more options to you soon! All donations to fnbsaskatoon@gmail.com. Solidarity <U+270A><U+0001F955><U+0001F96C><U+0001F34E><U+0001F966>
.
.
[Image description: 4 panel post of text superimposed over an image of a graffiti mural. The graffiti mural is an amorphous blue cloud in which a smiling, spectacled face can be seen hidden among curling smoke-like shapes that almost seem liquid. Four white flowers on lily pads are painted outside of the cloud form, on a forest-green brick wall. The first panel has the purple fist holding an orange carrot logo of Food Not Bombs over a title reading ""Questions on Donations."" The text on the following three panels reads ""Where do the dollars go? All money donated to Food Not Bombs Saskatoon goes directly to feeding people. Because we’re organized as a decentralized mutual aid collective, none of the money goes towards anything besides getting food to people who need it.
No bureaucracy, no political contributions, just food. Do you take food items? Of course! If you’ve got something you want to give us to distribute, reach out to us in our DMs! If you’re thinking about purchasing items to donate, consider donating the money instead. Chances are, we can deliver more nutrition per dollar through bulk purchases, and have a lower carbon footprint by avoiding the extra steps in transport. Who gets the food?Anyone who asks for it! We do not ask questions and we do not means test. All applications are automatically accepted.""
.
.
.
#yxe #sk #mutualaid #solidaritynotcharity #solidarity #community #communityovercapitalism #treaty6territory",neutral,positive
252,"Seriously. Tell me I'm wrong and explain without circling back 

#cnn #fox #CNNNEWS #foxnews #police #defendpolice #defundpoliticians #republic #republican #democrat #america #toppost #blm #bernie #hillary #biden #obama #healthcare #brutality #left #right #news #nowthis #politics #meme #comedy #protest #peace #love #supremacy",negative,neutral
253,"Watch the complete video in our youtube channel.
Link below<U+0001F446>
#social #work #socialwork #community #communityorganization #education #awarness #knowledge #society #success #socialscience #scientist #socialservice #socialworker #societyfeelings #southkorea #southafrica #usa<U+0001F1FA><U+0001F1F8> #china<U+0001F1E8><U+0001F1F3> #pakistan #germany",neutral,negative
258,"Judge Ketanji Brown Jackson defended her past representation as a public defender for Guantanamo Bay detainees following the Sept. 11, 2001 terrorist attacks.

""Federal public defenders don't get to pick their clients,"" Jackson said, in response to a preemptive question from Senate Judiciary Committee Chair Richard Durbin, D-Ill., on a politically sensitive time in her legal career. ""They have to represent whoever comes in, and it's a service. That's what you do as a federal public defender. You are standing up for the constitutional value of representation.""

Jackson said she was working in the federal public defender's office when the Supreme Court ruled that Guantanamo Bay detainees could seek judicial review of their detention.

""The legal landscape was very uncertain, this had never happened before,"" she recalled. ""Not only the attack, but also the use of executive authority to detain people in this way, and there were a lot of questions that the court was asking.""

Jackson, who said she never traveled to Guantanamo Bay as part of her work, made it a point to note that her brother signed up to serve in the U.S. military after 9/11, and she said many lawyers were working to serve the nation in their legal roles.

#president #vp #joebiden #kamalaharris #nancypelosi #chuckschumer #filibuster #democracynow #democrats #thedailyshow #aclu #votevets #veteran #votebluetosaveamerica #independentsforamerica #staceyabrams #lincolnproject #dnc #militaryblaze #strong_military #jackson",neutral,positive
259,"Local governments in Indiana must prioritize protecting monuments and statues or risk losing funding if the governor signs a bill approved by the Senate Thursday.

The measure, SB 187, is likely a reaction to last year’s Black Lives Matter protests. It requires the Indiana State Police to prioritize investigating anyone who vandalizes or damages monuments, statues or commemorative property, public or private.

So, what does “prioritize” mean?

“It does not mean make it their highest priority,"" said Sen. Eric Koch (R-Bedford), the bill's author. ""It just means to include among their priority the investigation of these crimes.”

If local governments are deemed not to adequately protect monuments, statues and the like, the state could cut off some funding to them.

Sen. Greg Taylor (D-Indianapolis) said the GOP’s priorities are mixed up.

“Lives are being lost, children are suffering and we’re protecting monuments,” Taylor said.

The measure also makes it easier to charge rioters with a felony by classifying riots as a felony if they cause at least $750 of damage and at least five people are involved.

The Senate sent the bill to the governor with a 36-10 vote.
_

Report by Indiana Public broadcasting's Brandon Smith. Find the latest local news at wfyi.org/news (link in bio)
.
.
.
#WFYINews #Indiana #Protests #Monuments",neutral,positive
261,"Join us tomorrow for #FridaysforFlorida as I discuss the filibuster in the U.S. Senate and more on tactics used to suppress voters. Also, please visit the link in my bio to learn more about my campaign to be the next United States Senator for the state of Florida and how you can join this movement. 
.
#filibuster #UnitedforFlorida #HB1 #HR1 #AllenEllisonforSenate #florida #FloridaDeservesBetter #politics #instagramlive #igers",negative,positive
263,"We are Patriotism. Display your Patriotism by wearing our T-shirts.
<U+0001F449> PatrioticDemocrat2021.com

#president #vp #joebiden #kamalaharris #president #nancypelosi #chuckschumer #filibuster #votevets #veteran #therickwilson #Ukraine #militaryblaze #staceyabrams #dnc #democracynow",neutral,negative
264,#senate #usa #westvirginia #manchin #filibuster #greed #corruption #bribes #money #rich #democracy #dino #quagmire #stalemate #impasse #gop @gop #msnbc #california #white #people #race #equality #broken #system,negative,positive
267,"Following the release of our NEW ""America's Nonprofits Get Out the Vote"" report, we invite you to join us for our March 10th webinar. Together we will take a deep dive into our research and find out who are the nonprofits that do voter engagement. RSVP link in bio!

#Nonprofits #GetOutTheVote #Elections #DEI #Community #Leadership #Voters #CommunityOrganizations",neutral,negative
269,"Hey, MPDC Family! <U+0001F970> Do you know a youth (aged 14-19) that needs summer plans? Let them know about our Summer Youth Employment Program that is NOW ACCEPTING applications! <U+2600><U+FE0F> 

• Our program provides underserved in-school youth, ages 14-19, with career internships, job readiness skills, and educational enrichment. Our training program is intended to provide early workforce experience for young people who might not otherwise have this opportunity while supporting them with completing academics and college readiness. We also provide organized workshops and learning experiences to develop young people’s leadership skills. <U+0001F91D><U+0001F60A>

• The program takes place from July 5th — August 26th. To apply, please visit: https://www.madison-park.org/event/mpdcs-summer-youth-employment-program-application/ (or scan the QR code on flyer!) 
• For additional questions or concerns, contact @ms.g_mpdc via email at ymatos@madison-park.org! <U+0001F4BB> 

#Roxbury #MPDC #MPDCRox #Boston #CommunityOrganization #BostonNonProfit #YouthinBoston #BostonYouth",positive,negative
273,"There’s only one day left until our wisdom circle - a community discussion to hear from you and your vision for the educational system regarding climate change! Sign up now for an interactive evening on April 10th at 5-6:30PST and April 11th at 4-5:30pm PST.

By attending our wisdom circle, get the chance to be entered into a prize draw of two $25 Visa cards which we encourage winners to spend at their local small businesses, and network with like-minded people across the province!

Students, teachers, parents and community members, we are excited to hear your feedback and vision for the educational system!

A huge thank you to Sustainabiliteens, Be the Change Earth Alliance, For our Kids Vancouver and North Shore, and Babies for Climate Action for endorsing our event.

#powertopeople #vanclimateemergency #vancouveryouths #thefutureliveshere #climateactioncanada #climatejustice #climatemergency #climatecrisis #youthinbc #youthforclimate #britishcolumbia #bced #climateaction #grassroots #vancouver #bcpoli",positive,neutral
274,"Normally we’d tell you to to drop your cashapp, PayPal and Venmo but this Friday we want you to ask someone for theirs! 

Give. Pay it forward. Do something kind for someone else.

#nonprofits #atlnonprofits #atlantanonprofit #atlantanonprofits #nonprofitorganizations #blackfundraisers #blacknonprofit #communityorganizations #blacknonprofits",positive,negative
275,"Don't miss it: Registration for the Summer 2021 session of Daring Compassion: Movement Chaplaincy Training hosted by @faithmattersnetwork ends on May 17th. Reserve your virtual seat today! Link in bio.

#chaplaincy #movementchaplaincy #socialmovements #socialjustice #healing #sustainableactivism",neutral,positive
279,"Today, the Democratic House passed the Affordable Insulin Now Act — capping the out-of-pocket cost of insulin at $35 per month and putting money back into the pockets of hard-working families and vulnerable seniors. @speakerpelosi 

#president #vp #joebiden #kamalaharris #nancypelosi #chuckschumer #filibuster #democracynow #democrats #thedailyshow #aclu #votevets #veteran #votebluetosaveamerica #independentsforamerica #staceyabrams #lincolnproject #dnc #militaryblaze #strong_military #Insulin",positive,negative
281,"As we enter the holiday season, we are more grateful than ever for the people who provide a bridge to hope, healing and possibility.
 
Join us for a special screening at Gene Siskel Film Center of the School of the Art Institute of Chicagoand meet the people who Choose Hope through action.  They keep dreams alive, while we work for changes.

https://bit.ly/3Fni1Aj

#CHOOSEHOPE #Chicagofilms #grateful #filmfest #endgunviolence #honorwithaction #chicagostrong #communityorganizations #communitymatters",positive,neutral
291,"Repost from @xochitzillin
•
Buenas Tarde Mi Gente <U+270A><U+0001F3FE><U+0001F33B> We wanna give y’all an update on the #mutualaidBingo game we have going on!! <U+26AA><U+FE0F><U+0001F535><U+26AB><U+FE0F><U+0001F534><U+0001F534><U+26AB><U+FE0F><U+0001F535><U+26AA><U+FE0F>
So far we are killing it !! <U+270A><U+0001F3FE><U+0001F56F>Huge Thank you to 
@SAILORMOONEY @FRUTH.ER @witchworms  @danielugghhh for Sponsoring ! Y’all are making a huge difference for the Comrade!!
We know times are hard but there is still time to play 
We ask that : 
IF YOU’RE IN A PLACE TO DONATE PLEASE SPONSOR AN ITEM!! 
 IF NOT PLEASE SHARE  THIS POST, THE MORE EYES THAT SEE THIS THE BETTER 

<U+270A><U+0001F3FE><U+270A><U+0001F3FE><U+0001F4A6><U+270A><U+0001F3FE><U+270A><U+0001F3FE><U+0001F4A6><U+270A><U+0001F3FE><U+270A><U+0001F3FE><U+0001F4A6><U+270A><U+0001F3FE><U+270A><U+0001F3FE><U+0001F4A6><U+270A><U+0001F3FE><U+270A><U+0001F3FE>
Trip updates:  @noemiii_3  and our comrade  have started the trip today, please send them lots of prayers , light and endurance as they start the journey !!! 
<U+26AB><U+FE0F> If your just tuning  in we are playing  a little round of #MutualAid #Bingo  to raise funds for an Oxnard comrade heading to Line 3 ( See @resist_line_3 for more info and context) to aid them with costs of travel, housing & food for long stay.
<U+0001F33B><U+0001F56F><U+0001F33B><U+0001F56F><U+0001F33B><U+0001F56F><U+0001F33B><U+0001F56F><U+0001F33B><U+0001F56F><U+0001F33B><U+0001F56F><U+0001F33B><U+0001F56F><U+0001F33B>

Rules:
1.	Choose an  item from the bingo card to sponsor! 
	2.	Message @xochitzillin and let them know what item your interested in sponsoring . 
	3.	They will tell you how much the items are and you can send the donation to :
	-Venmo : @Xochitzillin
	-Cash app: $Xochitzillin

Anyone who sponsors an item, will also automatically be entered in a raffle to win a little something  something from us and our friends over at 

@dalemorenx 
@picamules805
More to be announced..",positive,negative
294,"Big news coming tomorrow! Keep an eye out on @local12wkrc in the morning for exciting updates and new relationships.

Donate at ioby link in bio 

•
•
•
•

#savethemark #donatenow 
#historicpreservation #saveme
#historicchurch #beautifulchurches 
#community #jointogether 
#foodpantry #culturalartscenter #communityorganizations #savethisbuilding #rectory #fortheloveofoldbuildings #fortheloveofoldhouses #cincinnatinews #dorisday @wlwt5 @fox19now @local12wkrc @cinciherald @enquirer 
@archdioceseofcincinnati @inourbackyards @ioby",positive,neutral
